Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
nightTest/nightSequence2--00005.jpg;stop;751;342;758;349;nightTest/nightSequence2/testSequence2.mp4;5;nightTest/nightSequence2/testSequence2.mp4;5
nightTest/nightSequence2--00005.jpg;stop;681;340;685;344;nightTest/nightSequence2/testSequence2.mp4;5;nightTest/nightSequence2/testSequence2.mp4;5
nightTest/nightSequence2--00006.jpg;stop;567;357;570;361;nightTest/nightSequence2/testSequence2.mp4;6;nightTest/nightSequence2/testSequence2.mp4;6
nightTest/nightSequence2--00006.jpg;stop;701;318;706;323;nightTest/nightSequence2/testSequence2.mp4;6;nightTest/nightSequence2/testSequence2.mp4;6
nightTest/nightSequence2--00006.jpg;stop;752;340;758;348;nightTest/nightSequence2/testSequence2.mp4;6;nightTest/nightSequence2/testSequence2.mp4;6
nightTest/nightSequence2--00006.jpg;stop;681;338;685;342;nightTest/nightSequence2/testSequence2.mp4;6;nightTest/nightSequence2/testSequence2.mp4;6
nightTest/nightSequence2--00007.jpg;stop;567;357;570;360;nightTest/nightSequence2/testSequence2.mp4;7;nightTest/nightSequence2/testSequence2.mp4;7
nightTest/nightSequence2--00007.jpg;stop;702;317;706;322;nightTest/nightSequence2/testSequence2.mp4;7;nightTest/nightSequence2/testSequence2.mp4;7
nightTest/nightSequence2--00007.jpg;stop;753;340;759;348;nightTest/nightSequence2/testSequence2.mp4;7;nightTest/nightSequence2/testSequence2.mp4;7
nightTest/nightSequence2--00007.jpg;stop;682;338;685;342;nightTest/nightSequence2/testSequence2.mp4;7;nightTest/nightSequence2/testSequence2.mp4;7
nightTest/nightSequence2--00008.jpg;stop;701;318;707;324;nightTest/nightSequence2/testSequence2.mp4;8;nightTest/nightSequence2/testSequence2.mp4;8
nightTest/nightSequence2--00008.jpg;stop;753;342;759;350;nightTest/nightSequence2/testSequence2.mp4;8;nightTest/nightSequence2/testSequence2.mp4;8
nightTest/nightSequence2--00008.jpg;stop;682;340;685;344;nightTest/nightSequence2/testSequence2.mp4;8;nightTest/nightSequence2/testSequence2.mp4;8
nightTest/nightSequence2--00009.jpg;stop;702;322;707;326;nightTest/nightSequence2/testSequence2.mp4;9;nightTest/nightSequence2/testSequence2.mp4;9
nightTest/nightSequence2--00009.jpg;stop;754;346;760;352;nightTest/nightSequence2/testSequence2.mp4;9;nightTest/nightSequence2/testSequence2.mp4;9
nightTest/nightSequence2--00009.jpg;stop;683;344;687;348;nightTest/nightSequence2/testSequence2.mp4;9;nightTest/nightSequence2/testSequence2.mp4;9
nightTest/nightSequence2--00010.jpg;stop;702;326;707;332;nightTest/nightSequence2/testSequence2.mp4;10;nightTest/nightSequence2/testSequence2.mp4;10
nightTest/nightSequence2--00010.jpg;stop;754;350;760;358;nightTest/nightSequence2/testSequence2.mp4;10;nightTest/nightSequence2/testSequence2.mp4;10
nightTest/nightSequence2--00010.jpg;stop;682;348;686;352;nightTest/nightSequence2/testSequence2.mp4;10;nightTest/nightSequence2/testSequence2.mp4;10
nightTest/nightSequence2--00011.jpg;stop;703;327;708;333;nightTest/nightSequence2/testSequence2.mp4;11;nightTest/nightSequence2/testSequence2.mp4;11
nightTest/nightSequence2--00011.jpg;stop;755;352;760;359;nightTest/nightSequence2/testSequence2.mp4;11;nightTest/nightSequence2/testSequence2.mp4;11
nightTest/nightSequence2--00011.jpg;stop;683;349;686;353;nightTest/nightSequence2/testSequence2.mp4;11;nightTest/nightSequence2/testSequence2.mp4;11
nightTest/nightSequence2--00012.jpg;stop;703;326;708;332;nightTest/nightSequence2/testSequence2.mp4;12;nightTest/nightSequence2/testSequence2.mp4;12
nightTest/nightSequence2--00012.jpg;stop;756;351;761;358;nightTest/nightSequence2/testSequence2.mp4;12;nightTest/nightSequence2/testSequence2.mp4;12
nightTest/nightSequence2--00012.jpg;stop;683;348;688;352;nightTest/nightSequence2/testSequence2.mp4;12;nightTest/nightSequence2/testSequence2.mp4;12
nightTest/nightSequence2--00013.jpg;stop;703;322;709;328;nightTest/nightSequence2/testSequence2.mp4;13;nightTest/nightSequence2/testSequence2.mp4;13
nightTest/nightSequence2--00013.jpg;stop;757;348;762;352;nightTest/nightSequence2/testSequence2.mp4;13;nightTest/nightSequence2/testSequence2.mp4;13
nightTest/nightSequence2--00013.jpg;stop;684;344;688;348;nightTest/nightSequence2/testSequence2.mp4;13;nightTest/nightSequence2/testSequence2.mp4;13
nightTest/nightSequence2--00014.jpg;stop;704;320;709;324;nightTest/nightSequence2/testSequence2.mp4;14;nightTest/nightSequence2/testSequence2.mp4;14
nightTest/nightSequence2--00014.jpg;stop;758;346;762;350;nightTest/nightSequence2/testSequence2.mp4;14;nightTest/nightSequence2/testSequence2.mp4;14
nightTest/nightSequence2--00014.jpg;stop;684;340;689;346;nightTest/nightSequence2/testSequence2.mp4;14;nightTest/nightSequence2/testSequence2.mp4;14
nightTest/nightSequence2--00015.jpg;stop;705;316;710;322;nightTest/nightSequence2/testSequence2.mp4;15;nightTest/nightSequence2/testSequence2.mp4;15
nightTest/nightSequence2--00015.jpg;stop;758;343;762;347;nightTest/nightSequence2/testSequence2.mp4;15;nightTest/nightSequence2/testSequence2.mp4;15
nightTest/nightSequence2--00015.jpg;stop;684;338;688;342;nightTest/nightSequence2/testSequence2.mp4;15;nightTest/nightSequence2/testSequence2.mp4;15
nightTest/nightSequence2--00016.jpg;stop;705;314;710;320;nightTest/nightSequence2/testSequence2.mp4;16;nightTest/nightSequence2/testSequence2.mp4;16
nightTest/nightSequence2--00016.jpg;stop;759;341;763;345;nightTest/nightSequence2/testSequence2.mp4;16;nightTest/nightSequence2/testSequence2.mp4;16
nightTest/nightSequence2--00016.jpg;stop;685;336;689;340;nightTest/nightSequence2/testSequence2.mp4;16;nightTest/nightSequence2/testSequence2.mp4;16
nightTest/nightSequence2--00017.jpg;stop;705;314;710;320;nightTest/nightSequence2/testSequence2.mp4;17;nightTest/nightSequence2/testSequence2.mp4;17
nightTest/nightSequence2--00017.jpg;stop;685;336;689;341;nightTest/nightSequence2/testSequence2.mp4;17;nightTest/nightSequence2/testSequence2.mp4;17
nightTest/nightSequence2--00018.jpg;stop;704;314;710;320;nightTest/nightSequence2/testSequence2.mp4;18;nightTest/nightSequence2/testSequence2.mp4;18
nightTest/nightSequence2--00018.jpg;stop;684;336;687;340;nightTest/nightSequence2/testSequence2.mp4;18;nightTest/nightSequence2/testSequence2.mp4;18
nightTest/nightSequence2--00019.jpg;stop;704;316;710;322;nightTest/nightSequence2/testSequence2.mp4;19;nightTest/nightSequence2/testSequence2.mp4;19
nightTest/nightSequence2--00019.jpg;stop;683;338;688;344;nightTest/nightSequence2/testSequence2.mp4;19;nightTest/nightSequence2/testSequence2.mp4;19
nightTest/nightSequence2--00020.jpg;stop;704;320;710;326;nightTest/nightSequence2/testSequence2.mp4;20;nightTest/nightSequence2/testSequence2.mp4;20
nightTest/nightSequence2--00020.jpg;stop;684;342;688;346;nightTest/nightSequence2/testSequence2.mp4;20;nightTest/nightSequence2/testSequence2.mp4;20
nightTest/nightSequence2--00021.jpg;stop;704;326;710;330;nightTest/nightSequence2/testSequence2.mp4;21;nightTest/nightSequence2/testSequence2.mp4;21
nightTest/nightSequence2--00021.jpg;stop;684;348;687;352;nightTest/nightSequence2/testSequence2.mp4;21;nightTest/nightSequence2/testSequence2.mp4;21
nightTest/nightSequence2--00022.jpg;stop;704;326;709;332;nightTest/nightSequence2/testSequence2.mp4;22;nightTest/nightSequence2/testSequence2.mp4;22
nightTest/nightSequence2--00022.jpg;stop;683;350;687;354;nightTest/nightSequence2/testSequence2.mp4;22;nightTest/nightSequence2/testSequence2.mp4;22
nightTest/nightSequence2--00023.jpg;stop;703;326;708;332;nightTest/nightSequence2/testSequence2.mp4;23;nightTest/nightSequence2/testSequence2.mp4;23
nightTest/nightSequence2--00023.jpg;stop;682;349;686;352;nightTest/nightSequence2/testSequence2.mp4;23;nightTest/nightSequence2/testSequence2.mp4;23
nightTest/nightSequence2--00024.jpg;stop;703;325;708;331;nightTest/nightSequence2/testSequence2.mp4;24;nightTest/nightSequence2/testSequence2.mp4;24
nightTest/nightSequence2--00024.jpg;stop;682;349;686;352;nightTest/nightSequence2/testSequence2.mp4;24;nightTest/nightSequence2/testSequence2.mp4;24
nightTest/nightSequence2--00025.jpg;stop;703;323;708;330;nightTest/nightSequence2/testSequence2.mp4;25;nightTest/nightSequence2/testSequence2.mp4;25
nightTest/nightSequence2--00025.jpg;stop;682;347;686;351;nightTest/nightSequence2/testSequence2.mp4;25;nightTest/nightSequence2/testSequence2.mp4;25
nightTest/nightSequence2--00026.jpg;stop;703;320;708;326;nightTest/nightSequence2/testSequence2.mp4;26;nightTest/nightSequence2/testSequence2.mp4;26
nightTest/nightSequence2--00026.jpg;stop;682;344;685;348;nightTest/nightSequence2/testSequence2.mp4;26;nightTest/nightSequence2/testSequence2.mp4;26
nightTest/nightSequence2--00027.jpg;stop;702;316;708;322;nightTest/nightSequence2/testSequence2.mp4;27;nightTest/nightSequence2/testSequence2.mp4;27
nightTest/nightSequence2--00027.jpg;stop;681;340;686;344;nightTest/nightSequence2/testSequence2.mp4;27;nightTest/nightSequence2/testSequence2.mp4;27
nightTest/nightSequence2--00028.jpg;stop;702;312;708;318;nightTest/nightSequence2/testSequence2.mp4;28;nightTest/nightSequence2/testSequence2.mp4;28
nightTest/nightSequence2--00028.jpg;stop;681;336;685;340;nightTest/nightSequence2/testSequence2.mp4;28;nightTest/nightSequence2/testSequence2.mp4;28
nightTest/nightSequence2--00028.jpg;stop;756;338;761;346;nightTest/nightSequence2/testSequence2.mp4;28;nightTest/nightSequence2/testSequence2.mp4;28
nightTest/nightSequence2--00029.jpg;stop;702;307;708;314;nightTest/nightSequence2/testSequence2.mp4;29;nightTest/nightSequence2/testSequence2.mp4;29
nightTest/nightSequence2--00029.jpg;stop;682;332;686;336;nightTest/nightSequence2/testSequence2.mp4;29;nightTest/nightSequence2/testSequence2.mp4;29
nightTest/nightSequence2--00029.jpg;stop;757;334;762;340;nightTest/nightSequence2/testSequence2.mp4;29;nightTest/nightSequence2/testSequence2.mp4;29
nightTest/nightSequence2--00030.jpg;stop;701;306;707;312;nightTest/nightSequence2/testSequence2.mp4;30;nightTest/nightSequence2/testSequence2.mp4;30
nightTest/nightSequence2--00030.jpg;stop;681;331;685;335;nightTest/nightSequence2/testSequence2.mp4;30;nightTest/nightSequence2/testSequence2.mp4;30
nightTest/nightSequence2--00030.jpg;stop;756;332;761;338;nightTest/nightSequence2/testSequence2.mp4;30;nightTest/nightSequence2/testSequence2.mp4;30
nightTest/nightSequence2--00031.jpg;stop;701;310;706;316;nightTest/nightSequence2/testSequence2.mp4;31;nightTest/nightSequence2/testSequence2.mp4;31
nightTest/nightSequence2--00031.jpg;stop;680;335;684;339;nightTest/nightSequence2/testSequence2.mp4;31;nightTest/nightSequence2/testSequence2.mp4;31
nightTest/nightSequence2--00031.jpg;stop;755;336;762;342;nightTest/nightSequence2/testSequence2.mp4;31;nightTest/nightSequence2/testSequence2.mp4;31
nightTest/nightSequence2--00032.jpg;stop;700;315;706;322;nightTest/nightSequence2/testSequence2.mp4;32;nightTest/nightSequence2/testSequence2.mp4;32
nightTest/nightSequence2--00032.jpg;stop;679;340;684;344;nightTest/nightSequence2/testSequence2.mp4;32;nightTest/nightSequence2/testSequence2.mp4;32
nightTest/nightSequence2--00032.jpg;stop;755;342;762;348;nightTest/nightSequence2/testSequence2.mp4;32;nightTest/nightSequence2/testSequence2.mp4;32
nightTest/nightSequence2--00033.jpg;stop;700;318;706;324;nightTest/nightSequence2/testSequence2.mp4;33;nightTest/nightSequence2/testSequence2.mp4;33
nightTest/nightSequence2--00033.jpg;stop;679;344;683;348;nightTest/nightSequence2/testSequence2.mp4;33;nightTest/nightSequence2/testSequence2.mp4;33
nightTest/nightSequence2--00033.jpg;stop;755;344;762;354;nightTest/nightSequence2/testSequence2.mp4;33;nightTest/nightSequence2/testSequence2.mp4;33
nightTest/nightSequence2--00034.jpg;stop;700;321;705;326;nightTest/nightSequence2/testSequence2.mp4;34;nightTest/nightSequence2/testSequence2.mp4;34
nightTest/nightSequence2--00034.jpg;stop;679;346;684;350;nightTest/nightSequence2/testSequence2.mp4;34;nightTest/nightSequence2/testSequence2.mp4;34
nightTest/nightSequence2--00034.jpg;stop;755;346;762;356;nightTest/nightSequence2/testSequence2.mp4;34;nightTest/nightSequence2/testSequence2.mp4;34
nightTest/nightSequence2--00035.jpg;stop;699;320;705;326;nightTest/nightSequence2/testSequence2.mp4;35;nightTest/nightSequence2/testSequence2.mp4;35
nightTest/nightSequence2--00035.jpg;stop;678;345;682;349;nightTest/nightSequence2/testSequence2.mp4;35;nightTest/nightSequence2/testSequence2.mp4;35
nightTest/nightSequence2--00035.jpg;stop;755;346;762;352;nightTest/nightSequence2/testSequence2.mp4;35;nightTest/nightSequence2/testSequence2.mp4;35
nightTest/nightSequence2--00036.jpg;stop;699;316;704;322;nightTest/nightSequence2/testSequence2.mp4;36;nightTest/nightSequence2/testSequence2.mp4;36
nightTest/nightSequence2--00036.jpg;stop;678;342;682;346;nightTest/nightSequence2/testSequence2.mp4;36;nightTest/nightSequence2/testSequence2.mp4;36
nightTest/nightSequence2--00036.jpg;stop;754;342;762;348;nightTest/nightSequence2/testSequence2.mp4;36;nightTest/nightSequence2/testSequence2.mp4;36
nightTest/nightSequence2--00037.jpg;stop;699;312;704;318;nightTest/nightSequence2/testSequence2.mp4;37;nightTest/nightSequence2/testSequence2.mp4;37
nightTest/nightSequence2--00037.jpg;stop;677;338;681;342;nightTest/nightSequence2/testSequence2.mp4;37;nightTest/nightSequence2/testSequence2.mp4;37
nightTest/nightSequence2--00037.jpg;stop;754;338;761;347;nightTest/nightSequence2/testSequence2.mp4;37;nightTest/nightSequence2/testSequence2.mp4;37
nightTest/nightSequence2--00038.jpg;stop;699;311;704;316;nightTest/nightSequence2/testSequence2.mp4;38;nightTest/nightSequence2/testSequence2.mp4;38
nightTest/nightSequence2--00038.jpg;stop;677;336;681;340;nightTest/nightSequence2/testSequence2.mp4;38;nightTest/nightSequence2/testSequence2.mp4;38
nightTest/nightSequence2--00038.jpg;stop;754;336;762;344;nightTest/nightSequence2/testSequence2.mp4;38;nightTest/nightSequence2/testSequence2.mp4;38
nightTest/nightSequence2--00039.jpg;stop;698;308;704;315;nightTest/nightSequence2/testSequence2.mp4;39;nightTest/nightSequence2/testSequence2.mp4;39
nightTest/nightSequence2--00039.jpg;stop;677;334;681;338;nightTest/nightSequence2/testSequence2.mp4;39;nightTest/nightSequence2/testSequence2.mp4;39
nightTest/nightSequence2--00039.jpg;stop;753;335;761;344;nightTest/nightSequence2/testSequence2.mp4;39;nightTest/nightSequence2/testSequence2.mp4;39
nightTest/nightSequence2--00040.jpg;stop;697;308;704;314;nightTest/nightSequence2/testSequence2.mp4;40;nightTest/nightSequence2/testSequence2.mp4;40
nightTest/nightSequence2--00040.jpg;stop;676;334;680;338;nightTest/nightSequence2/testSequence2.mp4;40;nightTest/nightSequence2/testSequence2.mp4;40
nightTest/nightSequence2--00040.jpg;stop;753;334;760;342;nightTest/nightSequence2/testSequence2.mp4;40;nightTest/nightSequence2/testSequence2.mp4;40
nightTest/nightSequence2--00041.jpg;stop;549;338;555;342;nightTest/nightSequence2/testSequence2.mp4;41;nightTest/nightSequence2/testSequence2.mp4;41
nightTest/nightSequence2--00041.jpg;stop;697;308;703;316;nightTest/nightSequence2/testSequence2.mp4;41;nightTest/nightSequence2/testSequence2.mp4;41
nightTest/nightSequence2--00041.jpg;stop;676;335;680;339;nightTest/nightSequence2/testSequence2.mp4;41;nightTest/nightSequence2/testSequence2.mp4;41
nightTest/nightSequence2--00041.jpg;stop;753;335;761;344;nightTest/nightSequence2/testSequence2.mp4;41;nightTest/nightSequence2/testSequence2.mp4;41
nightTest/nightSequence2--00042.jpg;stop;548;337;553;344;nightTest/nightSequence2/testSequence2.mp4;42;nightTest/nightSequence2/testSequence2.mp4;42
nightTest/nightSequence2--00042.jpg;stop;697;310;702;316;nightTest/nightSequence2/testSequence2.mp4;42;nightTest/nightSequence2/testSequence2.mp4;42
nightTest/nightSequence2--00042.jpg;stop;675;336;679;340;nightTest/nightSequence2/testSequence2.mp4;42;nightTest/nightSequence2/testSequence2.mp4;42
nightTest/nightSequence2--00042.jpg;stop;753;335;760;344;nightTest/nightSequence2/testSequence2.mp4;42;nightTest/nightSequence2/testSequence2.mp4;42
nightTest/nightSequence2--00043.jpg;stop;546;334;554;342;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;696;309;702;314;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;675;334;679;338;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;753;334;761;344;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;589;369;592;372;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;616;355;620;359;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00043.jpg;stop;713;355;717;358;nightTest/nightSequence2/testSequence2.mp4;43;nightTest/nightSequence2/testSequence2.mp4;43
nightTest/nightSequence2--00044.jpg;stop;544;334;552;342;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;696;308;702;314;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;675;334;679;338;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;753;336;759;343;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;589;369;592;372;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;616;355;620;359;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00044.jpg;stop;713;353;717;357;nightTest/nightSequence2/testSequence2.mp4;44;nightTest/nightSequence2/testSequence2.mp4;44
nightTest/nightSequence2--00045.jpg;stop;544;334;552;344;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;696;308;702;316;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;675;334;679;338;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;753;334;761;344;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;588;369;592;373;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;616;356;620;360;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00045.jpg;stop;714;355;718;359;nightTest/nightSequence2/testSequence2.mp4;45;nightTest/nightSequence2/testSequence2.mp4;45
nightTest/nightSequence2--00046.jpg;stop;544;334;552;343;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;696;308;702;314;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;675;334;679;338;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;753;335;760;341;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;588;369;592;374;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;616;355;620;359;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00046.jpg;stop;713;355;717;358;nightTest/nightSequence2/testSequence2.mp4;46;nightTest/nightSequence2/testSequence2.mp4;46
nightTest/nightSequence2--00047.jpg;stop;542;332;552;342;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;696;306;702;312;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;674;333;678;336;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;753;332;761;342;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;587;368;590;372;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;616;351;622;357;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00047.jpg;stop;713;353;717;357;nightTest/nightSequence2/testSequence2.mp4;47;nightTest/nightSequence2/testSequence2.mp4;47
nightTest/nightSequence2--00048.jpg;stop;542;333;550;342;nightTest/nightSequence2/testSequence2.mp4;48;nightTest/nightSequence2/testSequence2.mp4;48
nightTest/nightSequence2--00048.jpg;stop;696;306;702;313;nightTest/nightSequence2/testSequence2.mp4;48;nightTest/nightSequence2/testSequence2.mp4;48
nightTest/nightSequence2--00048.jpg;stop;674;334;679;338;nightTest/nightSequence2/testSequence2.mp4;48;nightTest/nightSequence2/testSequence2.mp4;48
nightTest/nightSequence2--00048.jpg;stop;753;332;762;342;nightTest/nightSequence2/testSequence2.mp4;48;nightTest/nightSequence2/testSequence2.mp4;48
nightTest/nightSequence2--00049.jpg;stop;542;334;550;343;nightTest/nightSequence2/testSequence2.mp4;49;nightTest/nightSequence2/testSequence2.mp4;49
nightTest/nightSequence2--00049.jpg;stop;696;308;702;312;nightTest/nightSequence2/testSequence2.mp4;49;nightTest/nightSequence2/testSequence2.mp4;49
nightTest/nightSequence2--00049.jpg;stop;674;335;678;338;nightTest/nightSequence2/testSequence2.mp4;49;nightTest/nightSequence2/testSequence2.mp4;49
nightTest/nightSequence2--00049.jpg;stop;753;334;762;344;nightTest/nightSequence2/testSequence2.mp4;49;nightTest/nightSequence2/testSequence2.mp4;49
nightTest/nightSequence2--00050.jpg;stop;542;334;550;342;nightTest/nightSequence2/testSequence2.mp4;50;nightTest/nightSequence2/testSequence2.mp4;50
nightTest/nightSequence2--00050.jpg;stop;695;307;702;314;nightTest/nightSequence2/testSequence2.mp4;50;nightTest/nightSequence2/testSequence2.mp4;50
nightTest/nightSequence2--00050.jpg;stop;674;334;679;338;nightTest/nightSequence2/testSequence2.mp4;50;nightTest/nightSequence2/testSequence2.mp4;50
nightTest/nightSequence2--00050.jpg;stop;753;334;762;344;nightTest/nightSequence2/testSequence2.mp4;50;nightTest/nightSequence2/testSequence2.mp4;50
nightTest/nightSequence2--00051.jpg;stop;540;334;548;343;nightTest/nightSequence2/testSequence2.mp4;51;nightTest/nightSequence2/testSequence2.mp4;51
nightTest/nightSequence2--00051.jpg;stop;695;307;701;312;nightTest/nightSequence2/testSequence2.mp4;51;nightTest/nightSequence2/testSequence2.mp4;51
